2024-05-17 09:44:13,687,1000
2024-05-17 09:44:15,1219,1000
2024-05-17 09:44:17,1217,1000
2024-05-17 09:47:22,704,1000
2024-05-17 09:47:25,1178,1000
2024-05-17 09:47:26,1174,1000
2024-05-17 09:47:28,1471,1000
2024-05-17 09:47:30,2995,1000
2024-05-17 09:47:32,1184,1000
2024-05-17 09:47:34,1415,1000
2024-05-17 09:47:36,1183,1000
2024-05-17 09:47:38,1301,1000
2024-05-17 09:47:40,1316,1000
2024-05-17 09:47:42,1399,1000
2024-05-17 09:47:44,1217,1000
2024-05-17 09:48:54,753,1000
2024-05-17 09:48:57,1229,1000
2024-05-17 09:48:58,1380,1000
2024-05-17 09:49:00,1548,1000
2024-05-17 09:49:02,1191,1000
2024-05-17 09:49:04,1188,1000
2024-05-17 09:49:06,1202,1000
2024-05-17 09:49:08,1184,1000
2024-05-17 09:49:10,1184,1000
2024-05-17 09:49:12,1182,1000
2024-05-17 09:49:14,1190,1000
2024-05-17 09:49:16,1186,1000
2024-05-17 09:49:18,1185,1000
2024-05-17 09:49:20,1186,1000
2024-05-17 09:49:22,1344,1000
2024-05-17 09:49:24,1332,1000
2024-05-17 09:49:26,1196,1000
2024-05-17 09:49:28,1190,1000
2024-05-17 09:49:30,1193,1000
2024-05-17 09:49:32,1191,1000
2024-05-17 09:49:34,1188,1000
2024-05-17 09:49:36,1406,1000
2024-05-17 09:49:38,1195,1000
2024-05-17 09:49:40,1193,1000
2024-05-17 09:49:42,1191,1000
2024-05-17 09:49:44,1344,1000
2024-05-17 09:49:46,1292,1000
2024-05-17 09:49:48,1593,1000
2024-05-17 09:49:50,1197,1000
2024-05-17 09:49:52,1231,1000
2024-05-17 09:49:54,1377,1000
2024-05-17 09:49:56,1192,1000
2024-05-17 09:49:58,1209,1000
2024-05-17 09:50:00,1196,1000
2024-05-17 09:50:02,1353,1000
2024-05-17 09:50:04,1595,1000
2024-05-17 09:50:06,1672,1000
2024-05-17 09:50:08,1282,1000
2024-05-17 09:50:10,1194,1000
2024-05-17 09:50:12,1191,1000
2024-05-17 09:50:14,1501,1000
2024-05-17 09:50:16,1194,1000
2024-05-17 09:50:18,1202,1000
2024-05-17 09:51:46,725,1000
