2024-05-17 09:51:48,1240,1000
2024-05-17 09:51:50,1243,1000
2024-05-17 09:51:52,1210,1000
2024-05-17 09:52:21,730,1000
2024-05-17 09:52:24,1235,1000
2024-05-17 09:52:25,1251,1000
2024-05-17 09:52:27,1550,1000
2024-05-17 09:52:29,1391,1000
2024-05-17 09:52:31,1212,1000
2024-05-17 09:52:33,1213,1000
2024-05-17 09:52:35,1212,1000
2024-05-17 09:52:37,1213,1000
2024-05-17 09:52:39,1223,1000
2024-05-17 09:52:41,1216,1000
2024-05-17 09:52:43,1220,1000
2024-05-17 09:52:45,1302,1000
2024-05-17 09:52:47,1213,1000
2024-05-17 09:52:49,1218,1000
2024-05-17 09:52:51,1220,1000
2024-05-17 09:52:53,1358,1000
2024-05-17 09:52:55,1383,1000
2024-05-17 09:52:57,1216,1000
2024-05-17 09:52:59,1215,1000
2024-05-17 09:53:01,1219,1000
2024-05-17 10:22:34,118,1000
2024-05-17 10:22:36,409,1000
2024-05-17 10:22:38,197,1000
2024-05-17 10:22:40,199,1000
2024-05-17 10:22:42,198,1000
2024-05-17 10:22:44,200,1000
2024-05-17 10:22:46,202,1000
2024-05-17 10:22:48,203,1000
2024-05-17 10:22:50,205,1000
2024-05-17 10:22:52,201,1000
2024-05-17 10:22:54,207,1000
2024-05-17 10:22:56,205,1000
2024-05-17 10:22:58,209,1000
2024-05-17 10:23:00,207,1000
2024-05-17 10:23:02,244,1000
2024-05-17 10:23:04,208,1000
2024-05-17 10:23:06,210,1000
2024-05-17 10:23:08,213,1000
2024-05-17 10:23:10,215,1000
2024-05-17 10:23:12,235,1000
2024-05-17 10:23:14,210,1000
2024-05-17 10:23:16,215,1000
2024-05-17 10:23:18,214,583
2024-05-17 10:23:20,215,213
2024-05-17 10:23:22,361,213
2024-05-17 10:23:24,220,213
2024-05-17 10:23:26,304,213
2024-05-17 10:23:28,221,213
2024-05-17 10:23:30,219,213
2024-05-17 10:23:32,286,213
2024-05-17 10:23:34,383,213
2024-05-17 10:23:36,224,213
2024-05-17 10:23:38,297,213
2024-05-17 10:23:40,325,213
2024-05-17 10:23:42,345,213
2024-05-17 10:23:44,284,213
2024-05-17 10:23:46,332,213
2024-05-17 10:23:48,235,213
2024-05-17 10:23:50,354,213
2024-05-17 10:23:52,351,213
2024-05-17 10:23:54,296,213
2024-05-17 10:23:56,333,213
2024-05-17 10:23:58,280,213
2024-05-17 10:24:00,254,213
2024-05-17 10:24:02,233,213
2024-05-17 14:58:41,378,1000
2024-05-17 14:58:43,836,1000
2024-05-17 14:58:45,640,1000
2024-05-17 14:58:47,684,1000
2024-05-17 14:58:49,721,1000
2024-05-17 14:58:51,655,1000
2024-05-17 14:58:53,697,1000
2024-05-17 14:58:55,785,1000
2024-05-17 14:58:57,707,1000
2024-05-17 14:58:59,757,1000
2024-05-17 14:59:01,764,1000
2024-05-17 14:59:03,758,1000
2024-05-17 14:59:05,695,1000
2024-05-17 14:59:07,714,1000
2024-05-17 14:59:09,796,1000
2024-05-17 15:06:57,825,1000
2024-05-17 15:07:00,1575,1000
2024-05-17 15:07:02,1583,1000
2024-05-17 15:07:03,1541,1000
2024-05-17 15:07:05,1577,1000
2024-05-17 15:07:07,1526,1000
2024-05-17 15:07:09,1417,1000
2024-05-17 15:07:11,1371,1000
2024-05-17 15:07:13,1558,1000
2024-05-17 15:07:15,1571,1000
2024-05-17 15:07:17,1439,1000
2024-05-17 15:07:19,1421,1000
2024-05-17 15:07:21,1402,1000
2024-05-17 15:07:23,1621,1000
2024-05-17 15:07:25,1473,1000
2024-05-17 15:07:27,1387,1000
2024-05-17 15:07:29,1640,1000
2024-05-17 15:07:31,1604,1000
2024-05-17 15:07:33,1502,1000
2024-05-17 15:07:35,1526,1000
2024-05-17 15:07:37,1441,1000
2024-05-17 15:07:39,1574,1000
2024-05-17 15:07:41,1547,1000
2024-05-17 15:07:43,1421,1000
2024-05-17 15:07:45,1538,1000
2024-05-17 15:07:47,1429,1000
2024-05-17 15:07:49,1397,1000
2024-05-17 15:07:51,1398,1000
2024-05-17 15:07:53,1435,1000
2024-05-17 15:07:55,1527,1000
2024-05-17 15:07:57,1666,1000
2024-05-17 15:07:59,1437,1000
2024-05-17 15:08:01,1546,1000
2024-05-17 15:08:03,1453,1000
2024-05-17 15:08:05,1477,1000
2024-05-17 15:08:07,1462,1000
2024-05-17 15:08:09,1822,1000
2024-05-17 15:08:11,1512,1000
2024-05-17 15:08:13,1471,1000
2024-05-17 15:08:15,1503,1000
2024-05-17 15:08:17,1466,1000
2024-05-17 15:08:19,1669,1000
2024-05-17 15:08:21,1591,1000
2024-05-17 15:08:23,1649,1000
2024-05-17 15:08:25,1727,1000
2024-05-17 15:08:27,1530,1000
2024-05-17 15:08:29,1798,1000
2024-05-17 15:08:31,1789,1000
2024-05-17 15:08:33,1718,1000
2024-05-17 15:08:35,1450,1000
2024-05-17 15:08:37,1534,1000
2024-05-17 15:08:39,1579,1000
2024-05-17 15:08:41,1787,1000
2024-05-17 15:08:43,1661,1000
2024-05-17 15:08:45,1466,1000
2024-05-17 15:08:47,1702,1000
2024-05-17 15:08:49,1592,1000
2024-05-17 15:08:51,1729,1000
2024-05-17 15:08:53,1726,1000
2024-05-17 15:08:55,1544,1000
2024-05-17 15:08:57,1718,1000
2024-05-17 15:08:59,1588,1000
2024-05-17 15:09:01,1477,1000
2024-05-17 15:09:03,1653,1000
2024-05-17 15:09:05,1672,1000
2024-05-17 15:09:07,1525,1000
2024-05-17 15:09:09,1513,1000
2024-05-17 15:09:11,1691,1000
2024-05-17 15:09:13,1858,1000
2024-05-17 15:09:15,1696,1000
2024-05-17 15:09:17,1755,1000
2024-05-17 15:09:19,1487,1000
2024-05-17 15:09:21,1590,1000
2024-05-17 15:13:22,953,1000
2024-05-17 15:13:25,1747,1000
2024-05-17 15:13:26,3476,1000
2024-05-17 15:13:28,1590,1000
2024-05-17 15:13:30,1715,1000
2024-05-17 15:13:32,1659,1000
2024-05-17 15:13:34,1588,1000
2024-05-17 15:13:36,1581,1000
2024-05-17 15:13:38,1801,1000
2024-05-17 15:13:40,1644,1000
2024-05-17 15:13:42,1587,1000
2024-05-17 15:13:44,1775,1000
2024-05-17 15:13:46,1813,1000
2024-05-17 15:13:48,1766,735
2024-05-17 15:13:50,1669,735
2024-05-17 15:13:52,1775,735
2024-05-18 05:46:26,238,1000
2024-05-18 05:46:28,458,1000
2024-05-18 05:46:30,433,1000
2024-05-18 05:46:32,414,1000
2024-05-18 05:46:34,350,1000
2024-05-18 05:46:36,478,1000
2024-05-18 05:46:38,363,1000
2024-05-18 05:46:40,441,1000
2024-05-18 05:46:42,478,1000
2024-05-18 05:46:44,324,504
2024-05-18 05:46:46,417,504
2024-05-18 05:46:48,375,767
2024-05-18 05:46:50,356,767
2024-05-18 05:46:52,427,182
2024-05-18 05:46:54,452,182
2024-05-18 05:46:56,385,182
2024-05-18 05:46:58,428,611
2024-05-18 05:47:00,2316,465
2024-05-18 05:47:02,377,465
2024-05-18 05:47:04,469,1215
2024-05-18 05:47:06,349,1215
2024-05-18 05:47:08,533,1215
2024-05-18 05:47:10,422,1215
2024-05-18 05:47:12,430,1215
2024-05-18 05:47:14,408,1215
2024-05-18 05:47:16,411,1215
2024-05-18 05:47:18,476,1215
2024-05-18 05:47:20,320,1215
2024-05-18 05:47:22,317,1215
2024-05-18 05:47:24,351,1215
